poeta	fabula	fpid	line_number_first	line_number_last	numlines	char_numlines	nomen	genus_personae	line_first	line_last	z_old_text	meter_before	meter_after	closure	comments_on_length	comments_other	meter	metertype
Terentius	Eunuch	TM001399	367	375	9	5	Chaerea	adulama	videbit conloquetur aderit una in unis aedibus,	praeterea forma et aetas ipsast facile ut pro eunucho probes.	videbit conloquetur aderit una in unis aedibus,...   (PAR) praeterea forma et aetas ipsast facile ut pro eunucho probes.	tr7	tr7	per end of speech	367 res for aderit, 3 verbs in a row; 368 2 res; 369 no res, just 3 shorts for beg. of proposal; 370 shorts for proposal capias tu illius vestem; 371-372 shorts and hiatus for proposal pro illo te ducam... te esse illum.../ tu illis... quibu’ tu illum; 373 string of verbs, 1 res; 374 3 res repeated neque; 375: 3 res, including around eunuchus, which has always produced longs before: emphasizes false eunuch	continues through PA’s proposal that CH. dress up like eunuch; continues CH’s ia8; explanation finished, now plan in resolution of problem presented in scene’s opening ia8	ia8	ia
Terentius	Eunuch	TM001400	377	390	14	12	Chaerea	adulama	age eamus intro nunciam; orna me abduc duc quantum potest.	CH. numquam defugiam auctoritatem.  sequere.  PA. di vortant bene!	age eamus intro nunciam; orna me abduc duc quantum potest....   CH. numquam defugiam auctoritatem.  sequere.  PA. di vortant bene!	tr7	ia6	excl. end of scene last before ia6	377 opening shorts, then spondees for CH; 378 4 res, 379 2 res, 380 3 res, for PA despair and resistence; mostly longs for CH throughout same lines; 381 PA slows down (1 res, half CH) as he says he will be punished; 382 both have res; 382-387: many res as CH defends his actions	Chaerea insists on being sent in as eunuch; Chaerea seems to do most of speaking and changing of meters in this passage; back to his ia8 after tr7 break of excitement; we might expect tr7 with the age eamus; ia8 for CH: cf. ia8 for BA in HT	ia8	ia
Terentius	Eunuch	TM001401	553	556	4	4	Chaerea	adulama	sed neminemne curiosum intervenire nunc mihi	vestitum hunc nanctu’, quid mi quaeram, sanu’ sim anne insaniam!	sed neminemne curiosum intervenire nunc mihi qui me sequatur quoquo eam, rogitando obtundat enicet quid gestiam aut quid laetu’ sim, quo pergam, unde emergam, ubi siem vestitum hunc nanctu’, quid mi quaeram, sanu’ sim anne insaniam!	ia7	ia7	excl. end of monologue	almost all longs; 553 no res, 554 1 res; 555 1 res; 556 no res	CH. is there no one here I can talk to?; note echo of ia8 when he plans disguise (367ff.)	ia8	ia
Terentius	Eunuch	TM001402	562	591	30	30	Chaerea	adulama	AN. narra istuc quaeso quid sit. CH. immo ego te obsecro hercle ut audias.	ego homuncio hoc non facerem? ego illud vero ita feci—ac lubens.	AN. narra istuc quaeso quid sit. CH. immo ego te obsecro hercle ut audias....  ego homuncio hoc non facerem? ego illud vero ita feci—ac lubens.	ia7	ia7	per end of thought	starts almost all longs (cf. longs in 553-556 as Cha imagines what is now happening; 565 shorts for quid ego eiu’ tibi nunc faciem; 566 no res, just 2 shorts; 571-572 : many res as he reveals what he did:  ibi servo’ quod ego arripui.  AN. quid id est?  CH. tacitu’ citius audies: ut vestem cum illo mutem et pro illo iubeam me illoc ducier.; many res throughout his account: note esp. 589 per inpluvium; 591 (shorts, then longs at end for ita feci (hiatus)—ac lubens)	report of what happened inside; Antipho starts with narra istuc quaeso quid sit. CH. immo ego te obsecro hercle ut audias; continues through Ch. pondering picture of Zeus and Danae; ends with ego homuncio hoc non facerem? ego illud vero ita feci—ac lubens; important narrative in ia8	ia8	ia
Terentius	Eunuch	TM001415	1032	1049	18	16	Chaerea	adulama	nemo hercle quisquam; nam in me plane di potestatem suam	CH. serva obsecro haec bona nobis!  PH. di vostram fidem incredibilia	nemo hercle quisquam; nam in me plane di potestatem suam...   PH. Parmeno modo quae narravit.  sed ubist frater?  CH. praesto adest.	tr7	tr7	per end of speech	starts almost all longs, 1032 no res; but then 1035 2 res; 1035 longs for inventor inceptor perfector; 1036 longs and no res for scis Pamphilam meam inventam civem? PA. audivi.  CH. scis sponsam mihi?; 1037 res for response of PA and GN; no res for more explanation in 1038-1039; 1043 4 res for Thraso’s despair; 1045 4 res for Chaerea’s joy; 1046-47 longs no res for fortuna	Chaerea’s nemo hercle quisquam; nam in me plane di potestatem suam (cf. 553: ia8 for sed neminemne…; but there he was looking for someone, here he says he is happiest); reports to Parmeno what happened: important information in ia8; continues into Phaedria’ s entrance (di vostram fidem, incredibilia); ia8 for Chaerea again	ia8	ia
Terentius	Eunuch	TM001524	305	305	1	1	Chaerea	adulama	PA. unde is? CH. egone?  nescio hercle,	PA. unde is? CH. egone?  nescio hercle,	PA. unde is? CH. egone?  nescio hercle,	tr8	ia8	comma	sp tri tr sp; 1 word or close pair per foot	short tr line for ending of question and beg. of response	tr4	tr
Terentius	Eunuch	TM001836	352	366	15	12	Chaerea	adulama	huc deductast ad meretricem Thaidem: ei dono datast	PA. quid ita?  CH. rogitas? summa forma semper conservam domi	PA. huc deductast ad meretricem Thaidem: ei dono datast....  PA. quid ita?  CH. rogitas? summa forma semper conservam domi	ia6	ia8	enj	352, 353, 355 1 res, 354 no res; 356 starts an then all spondees through description of eunuch except last foot; 357 4 res: disdain at eunuch builds; 358 long istunc ips, then 1 res; 359, 360 1 res; 361 longs for description of Thais until end of line; 362 res for fac ut potiar, faciam; 363, 364 2 res; 365 longs around eunuchum again; 366 shorts for quid ita? rogitas?, then longs for summa forma	PA. explains who girl is, then promises Chaerea his help, then heads inside to fetch  Eunuch; explains who Eunuch is; Chaerea envious; explanation in tr7 (not necessary to audience); Par’s explanation changes meter out of CH’s iambs	tr7	tr
Terentius	Eunuch	TM001837	376	376	1	1	Chaerea	adulama	dixti pulchre: numquam vidi meliu’ consilium dari.	dixti pulchre: numquam vidi meliu’ consilium dari.	dixti pulchre: numquam vidi meliu’ consilium dari.	ia8	ia8	per end of thought before age eamus	starts 4 2-syllable spondees, then 2 res	tr7 exclamation breaks ia8 and ends section (one could easily punctuate with exclamation point here); note motion here will bring switch to ia8 from tr7; this time Chaerea breaks ia8	tr7	tr
Terentius	Eunuch	TM001838	549	550	2	2	Chaerea	adulama	numquis hic est? nemost. numquis hinc me sequitur? nemo homost.	iamne erumpere hoc licet mi gaudium? pro Iuppiter,	numquis hic est? nemost. numquis hinc me sequitur? nemo homost. iamne erumpere hoc licet mi gaudium? pro Iuppiter,	ia7	ia7	comma	549: echoing metrics for numquis and nemost; 1 res tr sp sp tr sp an tr long; 550: sp tr tr sp tr sp tr short	entrance of Chaerea; tr7 for exclamation (cf. 376), short break in ia7; polymetrics for lover again (cf. 207, 292)	tr7	tr
Terentius	Eunuch	TM001851	1025	1031	7	1	Chaerea	adulama	quid nunc? qua spe aut quo consilio huc imu’? quid coeptas, Thraso?	O populares, ecqui’ me hodie vivit fortunatior?	GN. quid nunc? qua spe aut quo consilio huc imu’? quid coeptas, Thraso?...     CH. O populares, ecqui’ me hodie vivit fortunatior?	ia7	ia8	quest		Gnatho and Thraso come back; then Chaerea enters: stays in tr7 for one line exclamation, then to ia8	tr7	tr
Terentius	Eunuch	TM001852	1050	1094	45	8	Chaerea	adulama	PH. Parmeno modo quae narravit.  sed ubist frater?  CH. praesto adest.	PH. nil praeter promissum est. ite hac.  CAN. vos valete et plaudite.	PH. Parmeno modo quae narravit. sed ubist frater?  CH. praesto adest....    PH. nil praeter promissum est. ite hac.  CAN. vos valete et plaudite.	ia8	end of play	end of play	res 1050 2, 1051 1, 1052 3, 1053 4 (Thr’s despair), 1054 1 (request for help); 1055 4 (plea); 1056 2, 1057 0 (promise), 1058 4 (request); 1059 1 (request); 1060 1 (promise; res is in PH’s noticing them); 1061 0 (greetings); 1062 2 (why here?), 1063-1064: 1 res in 2 lines as PH threatens; 1065: 3 res, quoting Thr and periisti; 1066 0 (almost all longs, response to threat); 1080: repeated anapests for neque istum metuas ne amet mulier: facile pellas ubi velis; 1090 0 res for explanation	final tr7 starts mid-sentence: Parmeno modo quae narravit.; Chremes praises Thais; Gnatho’s proposal accepted; we are back to tr7 that Thr and Gn started at 1025, which was interrupted by Ch’s ia8; everything has been solved here: soldier game is lagniappe	tr7	tr
Terentius	Eunuch	TM002005	304	304	1	1	Chaerea	adulama	CH. sed eccum Parmenonem. salve.  PA. quid tu’s tristi’? quidve’s alacris?	CH. sed eccum Parmenonem. salve.  PA. quid tu’s tristi’? quidve’s alacris?	CH. sed eccum Parmenonem. salve.  PA. quid tu’s tristi’? quidve’s alacris?	ia8	tr4	quest	starts an,   repeated quid on ictus;  uu—/—u/——/——//——/—u/—uu/—— or is it  uu—/—u/——/——//——/—u/—u/uu—?	tr for noticing	tr8	tr
Terentius	Eunuch	TM002007	560	560	1	1	Chaerea	adulama	AN. quid taces? CH. o festu’s dies hominis! amice, salve:	AN. quid taces? CH. o festu’s dies hominis! amice, salve:	AN. quid taces? CH. o festu’s dies hominis! amice, salve:	tr8	ia7	colon		Lindsay won’t commit; reference to silence presumably brings meter change; can’t be ia6 with long penultimate syllable; Lindsay proposes maybe tr8 in app. crit.  if so, no meter change with taces;  Maurach proposes this is part of a system; Barsby scans as tr7, with ia shortening on taces; reads  quid taces o festus dies amice salve. hominum omnium nemost quem ego nunciam magis cuperem videre quam te. (this is a conjecture of Dziatzko)	incertum	incertum
Terentius	Eunuch	TM002358	292	292	1	1	Chaerea	adulama	occidi!	occidi!	occidi!	ia7	ia8	excl		break in music for this? transition between ia7 and ia8	extrametric	extrametric
Terentius	Eunuch	TM002360	320	320	1	1	Chaerea	adulama	fac tradas: mea nil refert dum potiar modo.	fac tradas: mea nil refert dum potiar modo.	fac tradas: mea nil refert dum potiar modo.	ia8	ia7	per end of speech	I can only scan this with a long first e on refert; cf. Barsby ad loc.: mea re both ablative, synezesis in mea	ia6 one liners for 300 (danger of CH’ s love) and 320 (CH expresses extreme love); maybe music also stopped for extrametric occidi as he enters at 292	ia6	ia
Terentius	Eunuch	TM002361	323	351	29	28	Chaerea	adulama	id equidem adveniens mecum stomachabar modo,	CH. eho Parmeno mi, nostin? [PA. novi.  CH.] et scis ubi siet?	id equidem adveniens mecum stomachabar modo,...   eho Parmeno mi, nostin? [PA. novi.  CH.] et scis ubi siet?	ia7	tr7	quest end of speech		Chaerea describes girl & Parmeno realizes; information	ia6	ia
Terentius	Eunuch	TM002366	817	942	126	40	Chaerea	adulama	pergin, scelesta, mecum perplexe loqui?	ulciscar, ut ne inpune in nos inluseris.	pergin, scelesta, mecum perplexe loqui?...   (PYT) ulciscar, ut ne inpune in nos inluseris.	tr7	tr7	per thought last before play acting		Thais learns of rape; Chaerea accosted; Sophrona in; Parmeno mon; music stops with exit of soldier et al.; time break; news; unaccompanied prostitute; major movement of plot	ia6	ia
Terentius	Eunuch	TM001248	753	754	2	1	Chremes_Of_Eunuch	adul	abi tu, cistellam, Pythias, domo ecfer cum monumentis.	CH. viden tu illum Thais,... PY. ubi sitast?  TH. in risco: odiosa cessas.	abi tu, cistellam, Pythias, domo ecfer cum monumentis. CH. viden tu illum Thais,... PY. ubi sitast?  TH. in risco: odiosa cessas.	tr7	tr7	per end of speech	2 res in 753, 3 res 754	ia7 for fetching stuff for confirmation of girl’s birth, and as Chremes sees Thraso	ia7	ia
Terentius	Eunuch	TM001411	727	737	11	11	Chremes_Of_Eunuch	adul	attat data hercle verba mihi sunt: vicit vinum quod bibi.	correxit miles, quod intellexi minu’; nam me extrusit foras.	attat data hercle verba mihi sunt: vicit vinum quod bibi....   (PY) correxit miles, quod intellexi minu’; nam me extrusit foras.	tr7	ia6	per end of thought last before ia6	starts mostly longs; 727 1 res; 728 no res; 729 4 res as he says how he couldn’t stand well drunk; 730 res for ehem; 731 3 res for hilarior; 732 res for sine Cerere et Libero; 734 longs for quarrel (1 res); 736-737 2 res each	Chremes drunk, reports that Thais left Thraso’s	ia8	ia
Terentius	Eunuch	TM001412	750	750	1	1	Chremes_Of_Eunuch	adul	et habetur et referetur, Thais, ita uti merita’s gratia.	et habetur et referetur, Thais, ita uti merita’s gratia.	CH. et habetur et referetur, Thais, ita uti merita’s gratia.	tr7	tr7	per end of speech	sing-songy echo in habetur and referetur, res for ita uti	Chremes drunk	ia8	ia
Terentius	Eunuch	TM001413	771	787	17	2	Chremes_Of_Eunuch	adul	hancin ego ut contumeliam tam insignem in me accipiam, Gnatho?	ut tu illos procul hinc ex occulto caederes: facerent fugam.	hancin ego ut contumeliam tam insignem in me accipiam, Gnatho?...   (GN) ut tu illos procul hinc ex occulto caederes: facerent fugam.	tr7	tr7	per end of speech’ last before sed eccam	res: 771 2 772 3 773 1 774 1 775 1 776 4 777 2, 778 1, 779 3, 780 2, 781 4, 782 2, 783 2 (both in Chremes’ half of line), 784 1, 785 3, 786 2, 787 1	Thraso’ s entrance; Thraso and servants and Gnatho prepare for seige; Chremes frightened and Thais reassures; Gnatho flatters; repeated pattern in this play of meter change with sed eccam	ia8	ia
Terentius	Eunuch	TM001565	747	747	1	1	Chremes_Of_Eunuch	adul	CH. ubi east? TH. domi apud me.  CH. hem.  TH. quid est?	CH. ubi east? TH. domi apud me.  CH. hem.  TH. quid est?	CH. ubi east? TH. domi apud me.  CH. hem.  TH. quid est?	tr8	tr8	quest	an tri tr  long	shorter tr for fast questioning	tr4cat	tr
Terentius	Eunuch	TM001848	755	770	16	11	Chremes_Of_Eunuch	adul	militem secum ad te quantas copias adducere?	perii, huic ipsist opu’ patrono, quem defensorem paro.	militem secum ad te quantas copias adducere?...   perii, huic ipsist opu’ patrono, quem defensorem paro.	ia7	ia8	per end of scene (entrance)	755: tr sp sp sp tr sp tr short: sp except 1st foot of each hemistich and end; no res;  763 res for tu abi and ego hinc;   770: an sp an sp sp sp tr long: parallel anapests	Chremes frightened	tr7	tr
Terentius	Eunuch	TM001849	788	816	29	11	Chremes_Of_Eunuch	adul	sed eccam Thaidem ipsam video.  GN. quam mox inruimus?  THR. mane:	SA. iamdudum animus est in patinis.  GN. frugi es.  THR. vos me hac sequimini.	THR. sed eccam Thaidem ipsam video.  GN. quam mox inruimus?  THR. mane:...   SA. iamdudum animus est in patinis.  GN. frugi es.  THR. vos me hac sequimini.	ia8	ia6	per end of scene	788: an tr sp an sp da tr long; res 788 3, 789 2, 790 3, 791 2; to Thais 792 2, 793 2, 797 extra shorts for CH angry, 800-803 many res for CH and GN threats; 804 2 res for THR question; 805 806 1 res each for explanation of who PA is; 807-808 2 res each for I will go to Sophrona; 809 2 res for don’t touch; 810 1 res; 811 3 res THR and GN;	the seige; starts when Thraso sees Thais; ends with retreat	tr7	tr
Terentius	Eunuch	TM002012	739	746	8	2	Chremes_Of_Eunuch	adul	credo equidem illum iam adfuturum esse, ut illam [a me] eripiat: sine veniat.	reddere ac restituere, haec atque hui(u)smodi sum multa passa.	credo equidem illum iam adfuturum esse, ut illam [a me] eripiat: sine veniat. atqui si illam digito attigerit uno, oculi ilico ecfodientur.            740 usque adeo ego illi(u)s ferre possum ineptiam et magnifica verba, verba dum sint; verum enim si ad rem conferentur, vapulabit. CH. Thais, ego iamdudum hic adsum. TH. o mi Chreme, te ipsum exspectabam. scin tu turbam hanc propter te esse factam? et adeo ad te attinere hanc omnem rem? CH. ad me? qui? quasi istuc . . TH. quia, dum tibi sororem studeo   745 reddere ac restituere, haec atque hui(u)smodi sum multa passa.	ia6	tr4cat	per end of speech	res: 739 5: —uu/——/——/—u//—uu/—uu/—uu/uu—; 740 4,  ——/——/uu—/uu—//—uu/——/—uu/——;  741 4 inc. proc,  —uu/uu—/—u/—u/—u/——/uuu/—u;  742 1, ends conferentur, vapulabit:  —u/——/—uu/——//—u/——/—u/——;  743 no res, ends all longs (te ipsum expectabam):  —u/uu—/——/——//——/uu—/——/——;  744 2: ——/——/—u/uuu//——/uu—/—u/——;  745 3 (quia, dum tibi sororem studeo):  ——/——/—u/——//uu—/uuu/——/uu—; 746 1: —u/——/uuu/——//—u/——/—u/—u	Thais angry and worried; says she will rip out Thraso’s eyes if he touches girl; TH and CH greet; she says he caused turba; tr8 angry entrance of Thais echoes previous excited entrances of her ancillae (615, 643), esp. 643, which started after ia6 as well; This is the only passage in Roman comedy of tr8 longer than 4 verses	tr8	tr
Terentius	Eunuch	TM002013	748	748	1	1	Chremes_Of_Eunuch	adul	TH. educta ita uti teque illaque dignumst.  CH. quid ais?  Th. id quod res est.	TH. educta ita uti teque illaque dignumst.  CH. quid ais?  Th. id quod res est.	TH. educta ita uti teque illaque dignumst.  CH. quid ais?  Th. id quod res est.	tr4cat	tr7	per end of thought	2 res, but longs for educta... teque illaque dignumst... id quod res est:  ——/uuu/—u/—u//——/uu—/——/——		tr8	tr
Terentius	Eunuch	TM002362	391	538	148	31	Chremes_Of_Eunuch	adul	magnas vero agere gratias Thais mihi?	abi, Dorias, cito hunc deduce ad militem.	magnas vero agere gratias Thais mihi?...   PY. abi, Dorias, cito hunc deduce ad militem.	ia8	ia7	per end of scene time break		parasite scene with long uninterrupted eavesdropping by PA (no comments for 22 lines); gifts; Chremes mon, Chremes sent to Thai;  miles and parasite (cf. Miles 1.1); exchange of gifts unaccompanied; Chremes: important information; 454 Thais again joins unaccompanied lover on-stage, meter stays ia6	ia6	ia
